# ------------------------------------------------------------------------------------------------------,,,,,,,,,,
# ,,,,,,,,,,
#  Begin METADATA documentation,,,,,,,,,,
#,,,,,,,,,,
"#  METADATA Date:    February 1, 2006",,,,,,,,,,
#  METADATA Contact: Jeffrey D. Martin,,,,,,,,,,
#                    U.S. Geological Survey ,,,,,,,,,,
#                    NAWQA Pesticide Synthesis Project,,,,,,,,,,
#                    5957 Lakeside Boulevard,,,,,,,,,,
"#                    Indianapolis, IN  46278-1996",,,,,,,,,,
#                    voice: (317) 290-3333 x148,,,,,,,,,,
#                    fax:   (317) 290-3313,,,,,,,,,,
#                    email:  jdmartin@usgs.gov,,,,,,,,,,
#,,,,,,,,,,
# ------------------------------------------------------------------------------------------------------,,,,,,,,,,
#,,,,,,,,,,
#  METADATA Data Description:  ,,,,,,,,,,
#,,,,,,,,,,
#  Filename: appendix6a.txt,,,,,,,,,,
#,,,,,,,,,,
#  The water-quality data provided herein are the principal stream-water data summarized in USGS ,,,,,,,,,,
"#  Circular 1291, Pesticides in the Nation's Streams and Ground  Water, 1992-2001: The Quality ",,,,,,,,,,
#  of Our Nation's Waters,,,,,,,,,,
#  URL http://water.usgs.gov/nawqa/pnsp/pubs/circ1291/,,,,,,,,,,
#,,,,,,,,,,
#  Analytical data for 75 pesticides and 8 degradates at 186 stream-water sampling sites are provided,,,,,,,,,,
#  in this tab-delimited data file. Stream-water sites in 51 Study Units were selected in accordance ,,,,,,,,,,
"#  with the NAWQA national design strategy. Sites were classified into four land-use groups (agriculture,",,,,,,,,,,
"#  urban, undeveloped, or mixed) on the basis of national land-use data sets and information on point ",,,,,,,,,,
#  sources and other influences on water quality. Pesticide samples were collected for one or more years,,,,,,,,,,
"#  at each site using a combination of fixed-interval and extreme-flow sampling. In general, two to four",,,,,,,,,,
#  samples were collected each month during seasonal periods of high pesticide use and one sample was ,,,,,,,,,,
#  collected each month during other periods. A one-year period of pesticide data was selected for each,,,,,,,,,,
#  site (the one-year period with the most samples and analytes) to characterize the annual distribution,,,,,,,,,,
#  of pesticide concentrations. The selected one-year periods of data are provided in this data file.,,,,,,,,,,
#,,,,,,,,,,
"#  A detailed discussion of methods and approaches used for pesticides in stream water for Circular 1291,",,,,,,,,,,
"#  including site selection, land-use classification, sample-collection, laboratory analysis, and data ",,,,,,,,,,
#  processing and analysis is presented in Appendix 8.,,,,,,,,,,
#  URL http://water.usgs.gov/nawqa/pnsp/pubs/circ1291/appendix8/,,,,,,,,,,
#,,,,,,,,,,
"#  Pesticide names, CAS numbers, and other characteristics are presented in Appendix 1A.",,,,,,,,,,
#  URL http://water.usgs.gov/nawqa/pnsp/pubs/circ1291/appendix1/,,,,,,,,,,
#,,,,,,,,,,
#  Characteristics of stream-water sampling sites are presented in Appendix 5.,,,,,,,,,,
#  URL http://water.usgs.gov/nawqa/pnsp/pubs/circ1291/appendix5/,,,,,,,,,,
#,,,,,,,,,,
# ------------------------------------------------------------------------------------------------------,,,,,,,,,,
# ,,,,,,,,,,
#  METADATA Basic documentation of dataset elements:,,,,,,,,,,
#,,,,,,,,,,
#       Data Attributes:,,,,,,,,,,
#,,,,,,,,,,
#               PSTAID,,,,,,,,,,
#               STAID,,,,,,,,,,
#               DATES,,,,,,,,,,
#               TIMES,,,,,,,,,,
#               MEDIM,,,,,,,,,,
#               POSV,,,,,,,,,,
#               LANDUSE,,,,,,,,,,
#               SNAME,,,,,,,,,,
#               SUID,,,,,,,,,,
#               STARDATE,,,,,,,,,,
#               R00060,,,,,,,,,,
#               P00060,,,,,,,,,,
#               R00061,,,,,,,,,,
#               P00061,,,,,,,,,,
#               R04024,,,,,,,,,,
#               P04024,,,,,,,,,,
#               R04028,,,,,,,,,,
#               P04028,,,,,,,,,,
#               R04029,,,,,,,,,,
#               P04029,,,,,,,,,,
#               R04035,,,,,,,,,,
#               P04035,,,,,,,,,,
#               R04037,,,,,,,,,,
#               P04037,,,,,,,,,,
#               R04040,,,,,,,,,,
#               P04040,,,,,,,,,,
#               R04041,,,,,,,,,,
#               P04041,,,,,,,,,,
#               R04095,,,,,,,,,,
#               P04095,,,,,,,,,,
#               R34253,,,,,,,,,,
#               P34253,,,,,,,,,,
#               R34653,,,,,,,,,,
#               P34653,,,,,,,,,,
#               R38442,,,,,,,,,,
#               P38442,,,,,,,,,,
#               R38482,,,,,,,,,,
#               P38482,,,,,,,,,,
#               R38487,,,,,,,,,,
#               P38487,,,,,,,,,,
#               R38501,,,,,,,,,,
#               P38501,,,,,,,,,,
#               R38538,,,,,,,,,,
#               P38538,,,,,,,,,,
#               R38711,,,,,,,,,,
#               P38711,,,,,,,,,,
#               R38746,,,,,,,,,,
#               P38746,,,,,,,,,,
#               R38811,,,,,,,,,,
#               P38811,,,,,,,,,,
#               R38866,,,,,,,,,,
#               P38866,,,,,,,,,,
#               R38933,,,,,,,,,,
#               P38933,,,,,,,,,,
#               R39341,,,,,,,,,,
#               P39341,,,,,,,,,,
#               R39381,,,,,,,,,,
#               P39381,,,,,,,,,,
#               R39415,,,,,,,,,,
#               P39415,,,,,,,,,,
#               R39532,,,,,,,,,,
#               P39532,,,,,,,,,,
#               R39542,,,,,,,,,,
#               P39542,,,,,,,,,,
#               R39572,,,,,,,,,,
#               P39572,,,,,,,,,,
#               R39632,,,,,,,,,,
#               P39632,,,,,,,,,,
#               R39732,,,,,,,,,,
#               P39732,,,,,,,,,,
#               R39742,,,,,,,,,,
#               P39742,,,,,,,,,,
#               R39762,,,,,,,,,,
#               P39762,,,,,,,,,,
#               R46342,,,,,,,,,,
#               P46342,,,,,,,,,,
#               R49235,,,,,,,,,,
#               P49235,,,,,,,,,,
#               R49236,,,,,,,,,,
#               P49236,,,,,,,,,,
#               R49260,,,,,,,,,,
#               P49260,,,,,,,,,,
#               R49291,,,,,,,,,,
#               P49291,,,,,,,,,,
#               R49292,,,,,,,,,,
#               P49292,,,,,,,,,,
#               R49293,,,,,,,,,,
#               P49293,,,,,,,,,,
#               R49294,,,,,,,,,,
#               P49294,,,,,,,,,,
#               R49296,,,,,,,,,,
#               P49296,,,,,,,,,,
#               R49297,,,,,,,,,,
#               P49297,,,,,,,,,,
#               R49299,,,,,,,,,,
#               P49299,,,,,,,,,,
#               R49300,,,,,,,,,,
#               P49300,,,,,,,,,,
#               R49301,,,,,,,,,,
#               P49301,,,,,,,,,,
#               R49302,,,,,,,,,,
#               P49302,,,,,,,,,,
#               R49303,,,,,,,,,,
#               P49303,,,,,,,,,,
#               R49304,,,,,,,,,,
#               P49304,,,,,,,,,,
#               R49305,,,,,,,,,,
#               P49305,,,,,,,,,,
#               R49306,,,,,,,,,,
#               P49306,,,,,,,,,,
#               R49308,,,,,,,,,,
#               P49308,,,,,,,,,,
#               R49311,,,,,,,,,,
#               P49311,,,,,,,,,,
#               R49312,,,,,,,,,,
#               P49312,,,,,,,,,,
#               R49313,,,,,,,,,,
#               P49313,,,,,,,,,,
#               R49314,,,,,,,,,,
#               P49314,,,,,,,,,,
#               R49315,,,,,,,,,,
#               P49315,,,,,,,,,,
#               R61188,,,,,,,,,,
#               P61188,,,,,,,,,,
#               R82630,,,,,,,,,,
#               P82630,,,,,,,,,,
#               R82660,,,,,,,,,,
#               P82660,,,,,,,,,,
#               R82661,,,,,,,,,,
#               P82661,,,,,,,,,,
#               R82663,,,,,,,,,,
#               P82663,,,,,,,,,,
#               R82664,,,,,,,,,,
#               P82664,,,,,,,,,,
#               R82665,,,,,,,,,,
#               P82665,,,,,,,,,,
#               R82666,,,,,,,,,,
#               P82666,,,,,,,,,,
#               R82667,,,,,,,,,,
#               P82667,,,,,,,,,,
#               R82668,,,,,,,,,,
#               P82668,,,,,,,,,,
#               R82669,,,,,,,,,,
#               P82669,,,,,,,,,,
#               R82670,,,,,,,,,,
#               P82670,,,,,,,,,,
#               R82671,,,,,,,,,,
#               P82671,,,,,,,,,,
#               R82672,,,,,,,,,,
#               P82672,,,,,,,,,,
#               R82673,,,,,,,,,,
#               P82673,,,,,,,,,,
#               R82674,,,,,,,,,,
#               P82674,,,,,,,,,,
#               R82675,,,,,,,,,,
#               P82675,,,,,,,,,,
#               R82676,,,,,,,,,,
#               P82676,,,,,,,,,,
#               R82677,,,,,,,,,,
#               P82677,,,,,,,,,,
#               R82678,,,,,,,,,,
#               P82678,,,,,,,,,,
#               R82679,,,,,,,,,,
#               P82679,,,,,,,,,,
#               R82680,,,,,,,,,,
#               P82680,,,,,,,,,,
#               R82681,,,,,,,,,,
#               P82681,,,,,,,,,,
#               R82682,,,,,,,,,,
#               P82682,,,,,,,,,,
#               R82683,,,,,,,,,,
#               P82683,,,,,,,,,,
#               R82684,,,,,,,,,,
#               P82684,,,,,,,,,,
#               R82685,,,,,,,,,,
#               P82685,,,,,,,,,,
#               R82686,,,,,,,,,,
#               P82686,,,,,,,,,,
#               R82687,,,,,,,,,,
#               P82687,,,,,,,,,,
#,,,,,,,,,,
#           Note: The row in the data file that follows the row of variable names describes the ,,,,,,,,,,
"#                 width of the field and the data type. S or s indicates a text variable, ",,,,,,,,,,
"#                 D or d indicates a date variable, and N or n indicates a numeric variable.",,,,,,,,,,
#                 For example: 15s indicates a 0- to 15-character text variable whereas,,,,,,,,,,
#                 9N indicates a 0- to 9-digit numeric variable.,,,,,,,,,,
#,,,,,,,,,,
#,,,,,,,,,,
#       Attribute label: PSTAID,,,,,,,,,,
#,,,,,,,,,,
#       Attribute description: Primary station identifier,,,,,,,,,,
#       Source: NAWQA Data Warehouse water-quality data retrieval 3-29-2002,,,,,,,,,,
#,,,,,,,,,,
#,,,,,,,,,,
#       Attribute label: STAID,,,,,,,,,,
#,,,,,,,,,,
#       Attribute description: Station identifier,,,,,,,,,,
#       Source: NAWQA Data Warehouse water-quality data retrieval 3-29-2002,,,,,,,,,,
#,,,,,,,,,,
#            Note: PSTAID should be used for data analysis. STAID is the ,,,,,,,,,,
"#                  actual location of the sample. For 181 of 186 sites, ",,,,,,,,,,
#                  PSTAID is equal to STAID for all samples. STAID not ,,,,,,,,,,
#                  equal to PSTAID occurs where the location of sample ,,,,,,,,,,
"#                  collection changed during the period of data collection,",,,,,,,,,,
#                  but is considered equivalent to PSTAID.,,,,,,,,,,
#                       ,,,,,,,,,,
#,,,,,,,,,,
#       Attribute label: DATES,,,,,,,,,,
#,,,,,,,,,,
"#       Attribute description: Date of sample, YYYY.MM.DD",,,,,,,,,,
#       Source: NAWQA Data Warehouse water-quality data retrieval 3-29-2002,,,,,,,,,,
#,,,,,,,,,,
#,,,,,,,,,,
#       Attribute label: TIMES,,,,,,,,,,
#,,,,,,,,,,
#       Attribute description: Time of sample,,,,,,,,,,
#       Source: NAWQA Data Warehouse water-quality data retrieval 3-29-2002,,,,,,,,,,
#,,,,,,,,,,
#,,,,,,,,,,
#       Attribute label: MEDIM,,,,,,,,,,
#,,,,,,,,,,
#       Attribute description: Medium of sample,,,,,,,,,,
#       Source: NAWQA Data Warehouse water-quality data retrieval 3-29-2002,,,,,,,,,,
#,,,,,,,,,,
#                Code   Description,,,,,,,,,,
#                -----  -------------------------,,,,,,,,,,
#                9      Surface water,,,,,,,,,,
#,,,,,,,,,,
#,,,,,,,,,,
#       Attribute label: POSV,,,,,,,,,,
#,,,,,,,,,,
#       Attribute description: Purpose of site visit for sample collection,,,,,,,,,,
"#       Source: Value assigned based on value of NWIS parameter code 50280, ",,,,,,,,,,
#               NAWQA Data Warehouse water-quality data retrieval 3-29-2002,,,,,,,,,,
#,,,,,,,,,,
#                Code   Description,,,,,,,,,,
#                -----  -------------------------,,,,,,,,,,
"#                1001   Fixed frequency, surface water",,,,,,,,,,
